"vacc_self","vacc_others01","vacc_others02","vacc_others03","vacc_others04","vacc_others05","masks_self","masks_others_never","masks_others_sometimes","masks_others_half","masks_others_often","masks_others_always","testing_self","testing_others_never","testing_others_sometimes","testing_others_half","testing_others_often","testing_others_always"
2,14,37,41,5,3,4,3,29,36,32,0,2,2,43,35,20,0
1,40,0,0,50,10,4,0,10,0,90,0,5,0,0,0,0,100
NA,0,0,0,34,66,NA,0,0,0,100,0,NA,0,0,0,0,100
3,49,49,2,0,0,NA,12,40,25,11,12,5,0,0,0,0,100
1,80,5,5,10,0,1,50,30,20,0,0,1,85,15,0,0,0
2,50,20,20,10,0,5,0,10,20,30,40,4,0,10,20,30,40
1,90,0,0,0,10,4,0,0,0,90,10,5,0,0,0,0,0
5,0,21,12,24,43,3,0,6,43,20,31,5,0,0,21,0,79
1,45,13,12,8,22,5,0,7,9,25,59,5,40,7,13,7,33
1,100,0,0,0,0,2,0,98,2,0,0,1,100,0,0,0,0
5,0,0,20,80,0,5,0,0,10,80,10,3,50,0,50,0,0
5,10,20,10,20,40,4,10,10,0,70,10,5,0,0,10,40,50
4,0,0,10,80,10,4,0,0,0,90,10,3,30,40,30,0,0
5,20,20,20,20,20,5,20,20,20,20,20,3,20,20,20,20,20
3,33,47,20,0,0,4,18,22,57,3,0,3,37,23,14,26,0
4,33,16,27,22,2,5,0,10,20,50,20,2,30,20,10,20,20
5,10,11,12,23,44,5,5,5,8,36,46,5,8,7,12,11,62
5,0,0,5,15,80,4,0,0,0,80,20,2,0,80,20,0,0
5,7,8,19,48,18,4,6,10,11,70,3,5,7,58,8,3,24
1,90,0,0,0,10,1,100,0,0,0,0,1,90,0,0,0,10
4,5,9,18,68,0,5,0,5,3,33,59,2,0,100,0,0,0
5,80,20,0,0,0,5,1,20,31,17,31,4,2,5,31,62,0
3,23,10,33,13,21,5,0,0,0,0,100,4,0,0,0,100,0
1,51,20,19,7,3,4,0,0,13,63,24,2,0,3,30,32,35
1,80,5,0,5,10,5,0,2,5,10,83,4,0,10,20,20,50
NA,10,29,15,28,18,NA,5,20,11,30,34,NA,17,29,13,27,14
NA,100,0,0,0,0,3,0,10,10,50,30,2,10,50,10,20,10
4,10,10,32,25,23,4,0,0,0,100,0,4,5,66,0,29,0
NA,22,12,11,38,17,5,5,15,15,61,4,5,0,42,26,10,22
4,0,0,0,100,0,5,0,0,0,0,100,4,100,0,0,0,0
5,0,0,0,0,100,5,0,0,0,0,100,5,0,0,0,0,100
5,10,10,20,30,30,4,5,15,30,30,20,3,5,20,30,30,15
1,100,0,0,0,0,5,0,0,0,0,100,5,0,0,0,0,100
3,15,20,45,9,11,4,2,9,14,47,28,1,97,3,0,0,0
5,10,2,3,10,75,5,0,0,0,10,90,2,40,20,21,19,0
5,0,0,0,0,100,NA,0,0,0,0,100,2,0,100,0,0,0
2,10,30,0,60,0,4,0,0,0,100,0,5,0,0,100,0,0
5,0,10,10,0,80,5,0,0,0,0,100,4,0,0,0,68,32
3,26,32,25,12,5,5,0,0,0,25,75,2,10,26,26,28,10
1,0,100,0,0,0,5,0,0,0,0,100,1,1,0,0,0,99
1,16,58,26,0,0,2,18,11,30,20,21,1,45,25,30,0,0
3,20,20,20,20,20,3,20,20,20,20,20,4,20,20,20,20,20
5,0,0,0,75,25,5,5,30,30,30,5,2,50,5,20,10,15
4,29,10,12,30,19,4,0,0,10,80,10,2,10,78,12,0,0
3,1,50,49,0,0,4,0,50,0,50,0,1,0,0,0,0,100
5,5,5,5,52,33,5,0,0,11,21,68,1,0,0,17,32,51
5,3,8,16,35,38,NA,0,9,16,25,50,5,10,21,22,22,25
3,94,0,0,0,6,5,0,0,0,0,100,3,0,0,0,100,0
5,0,0,0,25,75,5,0,0,0,50,50,1,25,50,25,0,0
5,0,0,0,0,100,5,0,0,0,0,100,2,0,100,0,0,0
1,37,63,0,0,0,NA,0,0,0,0,100,5,0,0,0,0,100
4,0,0,0,100,0,4,0,0,0,100,0,3,0,0,100,0,0
4,13,15,18,25,29,5,6,8,10,15,61,2,58,32,7,3,0
1,15,23,12,18,32,4,6,4,6,61,23,1,100,0,0,0,0
4,0,40,10,20,30,3,50,0,0,50,0,1,0,100,0,0,0
3,33,20,30,4,13,4,0,24,46,25,5,5,0,0,10,85,5
1,100,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
3,5,0,0,95,0,5,0,0,0,0,100,2,0,0,0,100,0
NA,0,5,95,0,0,NA,0,0,10,87,3,NA,0,100,0,0,0
NA,0,10,0,0,90,5,0,5,5,30,60,3,10,0,20,20,50
NA,25,20,10,10,35,NA,10,25,40,20,5,NA,0,0,100,0,0
2,50,0,0,0,50,2,100,0,0,0,0,3,0,0,0,0,100
5,0,8,0,10,82,4,0,0,5,19,76,1,100,0,0,0,0
2,20,30,31,10,9,NA,0,0,0,0,100,2,0,100,0,0,0
5,0,10,4,34,52,5,0,0,0,30,70,2,47,53,0,0,0
5,20,30,20,30,0,4,5,25,30,35,5,1,50,20,20,5,5
5,0,0,20,40,40,5,0,0,10,25,65,2,20,70,10,0,0
5,35,42,8,0,15,NA,0,18,61,16,5,NA,13,25,25,19,18
4,0,50,0,50,0,4,0,24,26,50,0,5,20,0,10,35,35
2,0,0,0,100,0,4,0,0,0,80,20,4,0,80,20,0,0
5,0,0,0,53,47,4,0,0,0,50,50,4,0,0,0,44,56
1,0,0,0,0,0,3,0,100,0,0,0,2,0,100,0,0,0
1,80,10,10,0,0,5,0,0,0,0,100,2,0,0,0,100,0
4,15,55,15,0,15,5,0,0,0,50,50,2,0,100,0,0,0
4,17,20,19,5,39,NA,0,0,100,0,0,2,0,100,0,0,0
1,50,0,0,28,22,3,0,0,100,0,0,4,0,0,0,75,25
2,30,10,20,20,20,4,10,20,30,20,20,1,30,40,20,10,0
4,0,39,0,61,0,5,0,0,0,22,78,4,0,0,0,100,0
1,100,0,0,0,0,3,45,5,50,0,0,2,73,10,8,3,6
4,15,30,15,30,10,4,0,20,20,50,10,2,33,45,12,4,6
5,0,0,0,0,100,NA,0,0,30,30,40,4,80,20,0,0,0
5,10,0,0,10,80,4,0,0,0,75,25,2,25,50,25,0,0
5,0,20,20,24,36,4,7,13,24,36,20,4,0,0,100,0,0
5,10,10,0,80,0,4,0,0,25,75,0,2,0,80,0,10,10
1,40,6,15,30,9,5,0,0,10,10,80,5,20,60,0,10,10
5,0,10,5,60,25,5,0,0,0,10,90,4,0,0,50,40,10
4,5,20,0,25,50,4,5,15,20,0,60,2,0,0,10,10,80
3,20,57,23,0,0,NA,100,0,0,0,0,3,0,100,0,0,0
5,90,10,0,0,0,5,20,10,30,40,0,1,80,20,0,0,0
2,74,15,0,4,7,4,0,30,30,20,20,2,0,40,30,20,10
1,25,5,20,0,50,4,0,0,10,70,20,4,5,20,45,25,5
5,0,0,0,50,50,4,0,0,35,65,0,3,0,0,0,23,77
NA,41,38,21,0,0,NA,0,0,0,100,0,5,0,0,0,51,49
3,0,0,25,75,0,4,0,0,0,75,25,4,0,0,0,100,0
5,71,0,29,0,0,5,0,0,0,85,15,1,100,0,0,0,0
5,0,0,0,0,100,5,0,0,12,88,0,2,87,13,0,0,0
NA,100,0,0,0,0,2,0,100,0,0,0,1,100,0,0,0,0
2,0,86,14,0,0,5,0,0,0,0,100,4,0,0,50,50,0
NA,100,0,0,0,0,4,0,0,0,100,0,5,0,0,0,100,0
1,50,0,40,0,10,3,0,0,100,0,0,2,0,50,50,0,0
NA,99,1,0,0,0,5,0,0,0,0,100,1,0,0,3,0,97
5,65,35,0,0,0,2,19,35,0,46,0,1,17,16,24,22,21
2,0,50,50,0,0,5,0,0,0,0,100,1,0,100,0,0,0
2,34,25,16,13,12,NA,32,23,19,15,11,NA,35,24,15,10,16
